9,3.831766,2.012293,6.45676,2.73131,0.9048417,17.0947286,12.11435,3.873974,3.025607,7.728822,5.102,1.725425,9.250315,9.725845,5.1298767,6.374744,2.8357333,0.9237955,3.758046,8.115425,14.85785,1.334092,0.2718604,2.0731633,10.0171475,4.61003,4.276915,5.740203,2.5112486,2.385175,6.986952,5.88898
10,0.1344509,0.0906743,1.6967217,0,0.2589017,14.1938857,30.69045,0.9402772,0.120402,0.1918782,0.3209503,0.1644321,1.472867,49.00433,0.1970383,0.0807521,0.2500677,0,1.1752794,0.438778,13.29819,0.024003,0,0,23.772175,1.7383563,1.1736597,0.1185363,0.4175119,0.0192807,0.1137212,0.0667027
13,2.6765455,109.1044,0.1021367,0,0.0157348,0.1334753,152.8445,0.2163414,2.448343,0.3634596,23.0153867,0.1785667,0.0252109,337.3458,9.7594537,0.1753788,0.050271,6.511125,1.7267585,0.1390125,0.1544599,0.0984999,0.0224816,10.6219767,170.25425,0.0311936,0.0312497,41.6709,0.99588,0.1089396,1.801584,0.2312813
15,0.0792446,0.0617111,0.469951,0.1007575,0.1573933,0.0878613,0,0.042957,0.0133003,0.0866524,0.0114899,0.1122178,0.083285,0,0.0836378,0.4127917,0.0706363,0,0.0268325,0,0.0358635,0,0,0.0885463,0.185237,0.0082693,0.244206,0.1354392,1.5591,0.1847915,0.1770454,0
16,38.66432,40.94063,39.8333333,9.53102,78.6565667,31.5979571,28.1117,39.46974,26.00643,44.24638,28.3827667,31.4228,45.48942,37.99518,34.7677667,35.60896,33.8201333,41.06705,37.37856,40.3114,31.945525,46.6212,23.2353,22.8603333,25.440025,52.9478667,29.011925,38.63763,27.9540286,83.644725,42.91918,37.2933
18,2.603518,28.35387,4.9403267,1.997313,98.6827667,9.2164971,35.71115,3.176184,5.845997,5.34298,4.7397167,11.00611,105.6731,180.7467,3.96264,5.487888,9.9028433,62.8978,4.462884,23.9037,8.3366025,3.199253,0.714508,2.60456,17.530425,2.8347433,4.1886575,6.76208,17.50694,24.8418825,6.294736,15.556375
19,19.67656,28.33263,10.9327,10.11673,8.09819,8.12837,4.056855,5.366682,4.901677,5.965954,15.9311033,2.520755,5.742447,13.21298,10.4729633,8.520526,8.3835267,1.381965,18.8179,3.0919025,9.4219525,2.63876,1.869006,10.9288933,4.4381275,7.0320733,6.40282,4.91779,4.4866729,5.011945,4.602416,16.6078
21,0.0298957,0.329705,0.020159,0.452346,16.8082167,0.0944331,0.2943274,1.061511,0.0325286,0.2311817,0.1724722,0.5140316,0.1219578,0.0061485,0.0041158,0.093405,0.1962307,0.0862525,0.5925627,1.2483665,0.0711529,0.546159,0.0314437,0.4982354,0.1169602,0.0237605,0,0.0642455,0.6566454,0.2365192,0.015978,0.0129269
24,0.5072064,0.0164787,0.3461497,0.1007551,0.4167977,0.2538309,3.53416,0.2590673,0.9000923,1.2675914,0.3499463,0.1742664,6.852109,0.357138,0.8078167,0.8086038,0.1065959,0.0569764,0.9672614,0.2065185,0.5434235,0.009325,0.0354605,1.258172,4.20588,0.2671573,0.6106608,0.1169851,1.3106811,0.7379773,0.3897198,0.2678125
26,0.4256436,0.0154986,11.39213,0.7970319,0.1397243,119.7044429,130.0705,2.0611626,1.042929,0.1101241,1.6607813,0.3556902,159.0312,2.42626,0.5599085,0.9966048,0.2018959,0.729345,333.5316,4.2033843,85.84405,0.2280539,0,1.0731817,160.589325,3.4649807,0.3881324,18.13319,2.2956373,0.1441142,3.994554,1.553975
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,44.57114,47.51737,43.3704333,46.03048,34.134,67.2790571,125.067,25.01038,46.15113,36.34578,45.5687333,65.6064,210.3572,348.4865,46.3574833,48.18376,31.5463667,34.0052,28.59522,66.624625,81.4936,42.07497,23.87774,29.8505333,102.708225,32.3886,54.6886,48.15977,22.8340286,43.214725,62.67646,50.8021
31,19.0407,14.99783,7.1992033,6.388215,19.0199667,12.2195214,7.682325,9.421712,15.9318,19.22178,9.3318733,4.79499,7.805995,9.583285,13.6320667,5.253796,11.1911333,3.30573,6.79761,26.275725,12.568495,9.65412,4.453146,11.9634333,6.568435,13.3002667,6.129315,7.9183,20.7499,10.31617,8.981374,9.25799
32,171.022175,26.34057,4.8562433,3.50469,5.2705967,13.1355157,11.24805,14.80632,17.6903,14.300122,16.2829667,20.32587,19.6014,27.01565,11.766015,5.985646,21.4130333,11.08635,2.746874,12.97901,14.422735,12.83107,25.20848,6.8089567,12.89755,15.19454,9.6487475,11.77427,11.9762971,17.9289,4.14587,11.130615
33,14.619478,1.856343,0.2551802,0.00468,0.562715,0.2661802,0.471587,1.1007146,0.6093807,2.114632,1.71463,2.047881,20.32503,17.67128,22.0349,0.1156053,22.2350667,12.65045,1.9614726,24.6083,0.4989803,7.854773,4.834154,3.6335367,0.169624,0.2853037,0.0189336,2.700721,3.3010171,24.039625,0.0369471,0.360454
34,79.77658,97.22223,39.4415667,17.87152,33.991,59.3233714,110.7357,35.46672,66.45017,50.59686,38.4448,181.6827,212.4705,181.1655,31.3753167,56.66604,53.2816333,28.23755,19.43606,38.471475,68.059225,31.227,177.0932,16.7412,86.519425,39.7844,32.85135,51.5998,51.6267,53.582925,63.67136,49.58575
35,39.85526,19.32373,9.4617833,9.294847,3.4712333,41.0696286,64.6543,3.5683082,8.121583,7.404482,9.5411233,22.81595,27.97048,50.38547,9.959555,6.710012,4.3141733,13.4255,7.706272,7.8189425,19.47415,13.78837,41.28064,4.7402367,56.447975,5.43379,18.316825,21.01473,12.6995714,8.9360125,4.005484,6.823945
36,13.088384,30.8387,9.05974,2.991227,12.5684,17.7752,55.46145,13.190242,15.24393,13.64876,9.7909533,32.50023,74.86798,172.6372,11.78475,9.249776,14.6300667,9.948615,5.308612,24.307475,21.9945,12.90133,17.50528,7.8609733,11.2255025,10.5538833,6.7198275,11.92736,11.8823543,14.62505,12.52496,16.5066
37,342.1684,683.0083,230.8913333,206.436,126.0685,327.1717143,708.4385,271.6318,320.1323,210.1716,360.983,385.195,322.9805,447.124,288.1278333,189.7378,219.4623333,320.6645,316.971,310.127,398.50775,365.4577,415.2154,317.7843333,596.71575,288.196,296.35925,437.74,178.7895714,314.948,209.445,259.4945
